state,district,date,pincode,bio_age_5_17,bio_age_17_
Assam,Baksa,2025-03-31,14064234,1333,527
Assam,Baksa,2025-04-30,9376241,2598,474
Assam,Baksa,2025-05-31,12501577,1398,596
Assam,Baksa,2025-06-30,10157574,687,453
Assam,Baksa,2025-07-31,10938904,871,527
Assam,Baksa,2025-09-30,197680840,792,326
Assam,Barpeta,2025-03-31,17189067,8751,2053
Assam,Barpeta,2025-04-30,14845057,9902,2067
Assam,Barpeta,2025-05-31,14845072,7973,2201
Assam,Barpeta,2025-06-30,15626386,5269,2303
Assam,Barpeta,2025-07-31,14845071,3080,2135
Assam,Barpeta,2025-09-30,289088814,7920,2051
Assam,Biswanath,2025-03-31,10194262,524,317
Assam,Biswanath,2025-04-30,9410093,1463,323
Assam,Biswanath,2025-05-31,8625911,720,316
Assam,Biswanath,2025-06-30,10194262,448,307
Assam,Biswanath,2025-07-31,7841736,395,286
Assam,Biswanath,2025-09-30,165460737,691,208
Assam,Bongaigaon,2025-03-31,9400603,3011,1170
Assam,Bongaigaon,2025-04-30,9400603,4512,1135
Assam,Bongaigaon,2025-05-31,9400603,2359,946
Assam,Bongaigaon,2025-06-30,7833851,1466,1039
Assam,Bongaigaon,2025-07-31,9400603,1549,1261
Assam,Bongaigaon,2025-09-30,168427539,1841,752
Assam,Cachar,2025-03-31,33891502,1988,2199
Assam,Cachar,2025-04-30,37832681,9483,2866
Assam,Cachar,2025-05-31,35467526,4128,2066
Assam,Cachar,2025-06-30,34680189,2385,2077
Assam,Cachar,2025-07-31,37044590,4048,3312
Assam,Cachar,2025-09-30,646302656,5190,2206
Assam,Charaideo,2025-03-31,6285496,415,202
Assam,Charaideo,2025-04-30,5499798,385,166
Assam,Charaideo,2025-05-31,4714125,384,209
Assam,Charaideo,2025-06-30,5499798,739,258
Assam,Charaideo,2025-07-31,5499798,1090,299
Assam,Charaideo,2025-09-30,116281409,1394,220
Assam,Chirang,2025-03-31,8617226,1611,679
Assam,Chirang,2025-04-30,8617226,2597,633
Assam,Chirang,2025-05-31,7833845,1240,685
Assam,Chirang,2025-06-30,8617226,2909,799
Assam,Chirang,2025-07-31,8617226,1496,766
Assam,Chirang,2025-09-30,140211192,615,472
Assam,Darrang,2025-03-31,10194958,663,942
Assam,Darrang,2025-04-30,8626282,3709,1180
Assam,Darrang,2025-05-31,9410429,1534,785
Assam,Darrang,2025-06-30,9410429,1105,1010
Assam,Darrang,2025-07-31,10194958,1682,1168
Assam,Darrang,2025-09-30,184296351,1694,707
Assam,Dhemaji,2025-03-31,8656609,1622,834
Assam,Dhemaji,2025-04-30,7869556,1532,642
Assam,Dhemaji,2025-05-31,8656609,1031,682
Assam,Dhemaji,2025-06-30,7869556,779,658
Assam,Dhemaji,2025-07-31,8656609,1187,908
Assam,Dhemaji,2025-09-30,147947668,1981,513
Assam,Dhubri,2025-03-31,15665921,6765,1655
Assam,Dhubri,2025-04-30,15665921,9246,1767
Assam,Dhubri,2025-05-31,14882545,2715,1222
Assam,Dhubri,2025-06-30,14882545,2047,1607
Assam,Dhubri,2025-07-31,15665921,3790,2218
Assam,Dhubri,2025-09-30,268670517,3657,1280
Assam,Dibrugarh,2025-03-31,16510874,1444,2315
Assam,Dibrugarh,2025-04-30,18868894,2860,2275
Assam,Dibrugarh,2025-05-31,19654564,1337,1609
Assam,Dibrugarh,2025-06-30,15723642,1441,1138
Assam,Dibrugarh,2025-07-31,18868894,2277,1507
Assam,Dibrugarh,2025-09-30,310547121,1771,860
Assam,Dima Hasao,2025-09-30,2366491,1,2
Assam,Goalpara,2025-03-31,10180817,715,734
Assam,Goalpara,2025-04-30,9397695,2740,746
Assam,Goalpara,2025-05-31,8614561,1264,658
Assam,Goalpara,2025-06-30,9397695,953,949
Assam,Goalpara,2025-07-31,8614561,1551,1115
Assam,Goalpara,2025-09-30,163676419,1642,796
Assam,Golaghat,2025-03-31,10998766,704,704
Assam,Golaghat,2025-04-30,13355714,1210,763
Assam,Golaghat,2025-05-31,13355619,808,785
Assam,Golaghat,2025-06-30,13355619,860,774
Assam,Golaghat,2025-07-31,14926927,1256,936
Assam,Golaghat,2025-09-30,227046833,1455,646
Assam,Hailakandi,2025-03-31,9459156,355,439
Assam,Hailakandi,2025-04-30,10247307,1165,482
Assam,Hailakandi,2025-05-31,8670392,650,464
Assam,Hailakandi,2025-06-30,10246665,2335,708
Assam,Hailakandi,2025-07-31,11035467,2935,923
Assam,Hailakandi,2025-09-30,184446255,1786,554
Assam,Hojai,2025-03-31,7041951,1585,1239
Assam,Hojai,2025-04-30,7041951,2871,1358
Assam,Hojai,2025-05-31,7041951,1005,1076
Assam,Hojai,2025-06-30,7041951,789,1082
Assam,Hojai,2025-07-31,7824432,1305,1595
Assam,Hojai,2025-09-30,134580026,1665,1280
Assam,Jorhat,2025-03-31,19632940,867,571
Assam,Jorhat,2025-04-30,13351152,1052,436
Assam,Jorhat,2025-05-31,14920780,712,555
Assam,Jorhat,2025-06-30,14921373,553,518
Assam,Jorhat,2025-07-31,15705849,1322,678
Assam,Jorhat,2025-09-30,322754650,1248,460
Assam,Kamrup,2025-03-31,24216393,2602,1197
Assam,Kamrup,2025-04-30,22653810,8005,1226
Assam,Kamrup,2025-05-31,21873147,3553,1175
Assam,Kamrup,2025-06-30,21091862,1688,1211
Assam,Kamrup,2025-07-31,23435395,1819,1482
Assam,Kamrup,2025-09-30,449169722,3910,1027
Assam,Kamrup Metro,2025-03-31,28121168,1936,1525
Assam,Kamrup Metro,2025-04-30,27340125,2881,1492
Assam,Kamrup Metro,2025-05-31,26559127,1697,1412
Assam,Kamrup Metro,2025-06-30,24216039,977,1161
Assam,Kamrup Metro,2025-07-31,27340116,1503,1727
Assam,Kamrup Metro,2025-09-30,468689572,1637,1182
Assam,Karbi Anglong,2025-03-31,15648244,1984,1047
Assam,Karbi Anglong,2025-04-30,10954447,2984,1071
Assam,Karbi Anglong,2025-05-31,10172000,2525,968
Assam,Karbi Anglong,2025-06-30,10171961,1265,854
Assam,Karbi Anglong,2025-07-31,11736909,1175,1471
Assam,Karbi Anglong,2025-09-30,229253856,1770,1287
Assam,Karimganj,2025-03-31,18139037,963,859
Assam,Karimganj,2025-04-30,18927787,2550,934
Assam,Karimganj,2025-05-31,18928354,1373,809
Assam,Karimganj,2025-06-30,18927779,1136,1034
Assam,Karimganj,2025-07-31,18928354,1680,1224
Assam,Karimganj,2025-09-30,327297421,2478,904
Assam,Kokrajhar,2025-03-31,11750255,3407,873
Assam,Kokrajhar,2025-04-30,11750288,4750,1068
Assam,Kokrajhar,2025-05-31,10966916,1955,950
Assam,Kokrajhar,2025-06-30,11750288,1208,1002
Assam,Kokrajhar,2025-07-31,11750288,1360,1026
Assam,Kokrajhar,2025-09-30,204454688,946,456
Assam,Lakhimpur,2025-03-31,13362451,1470,1353
Assam,Lakhimpur,2025-04-30,11007093,3081,896
Assam,Lakhimpur,2025-05-31,11794126,1517,969
Assam,Lakhimpur,2025-06-30,11007068,791,787
Assam,Lakhimpur,2025-07-31,12578289,1306,1257
Assam,Lakhimpur,2025-09-30,225610455,1963,1024
Assam,Majuli,2025-03-31,3140425,343,101
Assam,Majuli,2025-04-30,2355315,461,75
Assam,Majuli,2025-05-31,3140425,296,115
Assam,Majuli,2025-06-30,3140425,116,90
Assam,Majuli,2025-07-31,3140425,206,268
Assam,Majuli,2025-09-30,58100885,278,73
Assam,Marigaon,2025-03-31,10951128,2305,1218
Assam,Marigaon,2025-04-30,10168703,4983,1237
Assam,Marigaon,2025-05-31,10168703,1477,923
Assam,Marigaon,2025-06-30,9386561,984,1203
Assam,Marigaon,2025-07-31,9386290,1829,1676
Assam,Marigaon,2025-09-30,179126323,2565,1230
Assam,Nagaon,2025-03-31,24248689,3208,5081
Assam,Nagaon,2025-04-30,26595731,8183,5530
Assam,Nagaon,2025-05-31,25031154,3311,4916
Assam,Nagaon,2025-06-30,23466238,2008,5325
Assam,Nagaon,2025-07-31,26595731,3784,9222
Assam,Nagaon,2025-09-30,447434841,5428,6750
Assam,Nalbari,2025-03-31,17970396,2028,335
Assam,Nalbari,2025-04-30,10156934,1452,301
Assam,Nalbari,2025-05-31,13282291,669,421
Assam,Nalbari,2025-06-30,12501030,516,439
Assam,Nalbari,2025-07-31,16407746,764,620
Assam,Nalbari,2025-09-30,321905349,2526,377
Assam,North Cachar Hills,2025-03-31,3155411,79,104
Assam,North Cachar Hills,2025-04-30,3155411,184,95
Assam,North Cachar Hills,2025-05-31,3155412,209,119
Assam,North Cachar Hills,2025-06-30,3944243,178,132
Assam,North Cachar Hills,2025-07-31,3944229,249,152
Assam,North Cachar Hills,2025-09-30,74151177,734,127
Assam,Sibsagar,2025-03-31,13356483,801,310
Assam,Sibsagar,2025-04-30,8642445,757,248
Assam,Sibsagar,2025-05-31,12570823,612,329
Assam,Sibsagar,2025-06-30,9428112,451,324
Assam,Sibsagar,2025-07-31,13356491,1536,428
Assam,Sibsagar,2025-09-30,266344921,897,207
Assam,Sonitpur,2025-03-31,26662634,1830,1158
Assam,Sonitpur,2025-04-30,21172787,3255,1068
Assam,Sonitpur,2025-05-31,24309454,1779,1243
Assam,Sonitpur,2025-06-30,21957344,1071,1074
Assam,Sonitpur,2025-07-31,25878091,1360,1358
Assam,Sonitpur,2025-09-30,449340954,1906,841
Assam,South Salmara Mankachar,2025-03-31,3132521,249,133
Assam,South Salmara Mankachar,2025-04-30,3132521,360,161
Assam,South Salmara Mankachar,2025-05-31,2349394,131,83
Assam,South Salmara Mankachar,2025-06-30,3132521,246,153
Assam,South Salmara Mankachar,2025-07-31,3132521,314,269
Assam,South Salmara Mankachar,2025-09-30,52469720,335,146
Assam,Sribhumi,2025-09-30,44954745,12,58
Assam,Tamulpur District,2025-09-30,15627268,8,13
Assam,Tinsukia,2025-03-31,18082149,1135,846
Assam,Tinsukia,2025-04-30,14151366,1387,723
Assam,Tinsukia,2025-05-31,18082196,1118,830
Assam,Tinsukia,2025-06-30,17296004,1221,907
Assam,Tinsukia,2025-07-31,18082149,1819,969
Assam,Tinsukia,2025-09-30,280664657,1048,489
Assam,Udalguri,2025-03-31,14119791,2332,951
Assam,Udalguri,2025-04-30,13335278,2535,738
Assam,Udalguri,2025-05-31,14119791,1317,748
Assam,Udalguri,2025-06-30,13335278,761,714
Assam,Udalguri,2025-07-31,14119791,892,768
Assam,Udalguri,2025-09-30,240025840,1136,528
Assam,West Karbi Anglong,2025-03-31,782486,76,159
Assam,West Karbi Anglong,2025-04-30,1564896,162,188
Assam,West Karbi Anglong,2025-05-31,782486,66,113
Assam,West Karbi Anglong,2025-06-30,782486,37,67
Assam,West Karbi Anglong,2025-07-31,782486,59,132
Assam,West Karbi Anglong,2025-09-30,18779471,157,485
Bihar,Araria,2025-03-31,15377376,13043,13990
Bihar,Araria,2025-04-30,15377376,17275,12820
Bihar,Araria,2025-05-31,15377376,8591,8598
Bihar,Araria,2025-06-30,15377376,6297,6897
Bihar,Araria,2025-07-31,15377376,7349,10180
Bihar,Araria,2025-09-30,278505638,4257,7224
Bihar,Arwal,2025-03-31,8083712,1438,3294
Bihar,Arwal,2025-04-30,8083712,2372,2688
Bihar,Arwal,2025-05-31,8083712,1452,1735
Bihar,Arwal,2025-06-30,7279282,1400,1612
Bihar,Arwal,2025-07-31,7279282,1422,2199
Bihar,Arwal,2025-09-30,143797620,936,1525
Bihar,Aurangabad,2025-03-31,22252293,6082,7741
Bihar,Aurangabad,2025-04-30,21428077,7654,6726
Bihar,Aurangabad,2025-05-31,20603961,5482,4879
Bihar,Aurangabad,2025-06-30,22252293,5322,4916
Bihar,Aurangabad,2025-07-31,23076409,6104,6645
Bihar,Aurangabad,2025-09-30,386529061,3380,4069
Bihar,Aurangabad(bh),2025-09-30,28021185,7,36
Bihar,Banka,2025-03-31,21140732,6904,7892
Bihar,Banka,2025-04-30,21140732,11199,7130
Bihar,Banka,2025-05-31,20329424,7652,5755
Bihar,Banka,2025-06-30,20329424,5242,4681
Bihar,Banka,2025-07-31,20329424,4309,5817
Bihar,Banka,2025-09-30,342419665,2542,3323
Bihar,Begusarai,2025-03-31,26373762,13077,12307
Bihar,Begusarai,2025-04-30,26373762,14813,11846
Bihar,Begusarai,2025-05-31,26373762,8772,7663
Bihar,Begusarai,2025-06-30,26373762,6868,6698
Bihar,Begusarai,2025-07-31,26373762,7462,9584
Bihar,Begusarai,2025-09-30,461114095,4637,5624
Bihar,Bhabua,2025-09-30,7370964,1,8
Bihar,Bhagalpur,2025-03-31,25401843,13344,11954
Bihar,Bhagalpur,2025-04-30,25401843,14317,10270
Bihar,Bhagalpur,2025-05-31,25401843,8529,7339
Bihar,Bhagalpur,2025-06-30,24588610,6635,7081
Bihar,Bhagalpur,2025-07-31,25401843,7546,10933
Bihar,Bhagalpur,2025-09-30,470553680,4252,6030
Bihar,Bhojpur,2025-03-31,32127545,5124,12146
Bihar,Bhojpur,2025-04-30,32127545,6166,8088
Bihar,Bhojpur,2025-05-31,31325411,4727,5240
Bihar,Bhojpur,2025-06-30,31325308,4660,5672
Bihar,Bhojpur,2025-07-31,32127545,4937,7200
Bihar,Bhojpur,2025-09-30,554112575,2592,4163
Bihar,Buxar,2025-03-31,20855140,3200,5001
Bihar,Buxar,2025-04-30,20855140,4215,4119
Bihar,Buxar,2025-05-31,20855140,3077,3175
Bihar,Buxar,2025-06-30,20855140,2962,3458
Bihar,Buxar,2025-07-31,20855140,3233,4696
Bihar,Buxar,2025-09-30,350526771,1645,2460
Bihar,Darbhanga,2025-03-31,35577872,13331,17721
Bihar,Darbhanga,2025-04-30,35577872,18424,16329
Bihar,Darbhanga,2025-05-31,33883045,12847,11457
Bihar,Darbhanga,2025-06-30,34730448,9869,10551
Bihar,Darbhanga,2025-07-31,34730448,10723,15121
Bihar,Darbhanga,2025-09-30,628538921,6025,8677
Bihar,East Champaran,2025-03-31,32125475,13825,20084
Bihar,East Champaran,2025-04-30,32125475,18395,16092
Bihar,East Champaran,2025-05-31,32125475,12700,10844
Bihar,East Champaran,2025-06-30,32125475,10033,11042
Bihar,East Champaran,2025-07-31,32125475,10703,14385
Bihar,East Champaran,2025-09-30,593565915,6048,8959
Bihar,Gaya,2025-03-31,27821667,16486,21241
Bihar,Gaya,2025-04-30,27821667,17648,14616
Bihar,Gaya,2025-05-31,27016537,10806,8820
Bihar,Gaya,2025-06-30,27821667,9699,8991
Bihar,Gaya,2025-07-31,27821667,9260,12192
Bihar,Gaya,2025-09-30,487912814,4651,6962
Bihar,Gopalganj,2025-03-31,18511278,6451,7603
Bihar,Gopalganj,2025-04-30,18511278,8655,7342
Bihar,Gopalganj,2025-05-31,18511278,6673,6360
Bihar,Gopalganj,2025-06-30,18511278,4991,5961
Bihar,Gopalganj,2025-07-31,18511278,6140,8533
Bihar,Gopalganj,2025-09-30,324791295,2773,3944
Bihar,Jamui,2025-03-31,9735722,6531,6134
Bihar,Jamui,2025-04-30,9735722,7373,4803
Bihar,Jamui,2025-05-31,9735722,5842,3547
Bihar,Jamui,2025-06-30,9735722,4149,3385
Bihar,Jamui,2025-07-31,9735722,4259,4464
Bihar,Jamui,2025-09-30,180922126,2181,2720
Bihar,Jehanabad,2025-03-31,16108260,2391,4017
Bihar,Jehanabad,2025-04-30,16912693,2739,2931
Bihar,Jehanabad,2025-05-31,13675172,1865,1881
Bihar,Jehanabad,2025-06-30,14479575,1798,1986
Bihar,Jehanabad,2025-07-31,14479575,1779,2557
Bihar,Jehanabad,2025-09-30,267147380,934,1427
Bihar,Kaimur (Bhabua),2025-03-31,9013192,6479,7450
Bihar,Kaimur (Bhabua),2025-04-30,8192080,5973,4993
Bihar,Kaimur (Bhabua),2025-05-31,8192080,4375,3917
Bihar,Kaimur (Bhabua),2025-06-30,8192080,4348,4208
Bihar,Kaimur (Bhabua),2025-07-31,8192080,4488,5705
Bihar,Kaimur (Bhabua),2025-09-30,156452036,2883,3382
Bihar,Katihar,2025-03-31,17940921,16676,16958
Bihar,Katihar,2025-04-30,17940921,20160,16110
Bihar,Katihar,2025-05-31,17940921,11024,11144
Bihar,Katihar,2025-06-30,17940921,10483,11190
Bihar,Katihar,2025-07-31,17940921,10778,15508
Bihar,Katihar,2025-09-30,328906608,6184,12176
Bihar,Khagaria,2025-03-31,12765073,6128,6877
Bihar,Khagaria,2025-04-30,12765073,7712,6367
Bihar,Khagaria,2025-05-31,12765073,4203,4085
Bihar,Khagaria,2025-06-30,12765073,3699,3615
Bihar,Khagaria,2025-07-31,12765073,4332,5328
Bihar,Khagaria,2025-09-30,221274141,2534,3321
Bihar,Kishanganj,2025-03-31,6840103,7612,8682
Bihar,Kishanganj,2025-04-30,6840103,9326,8916
Bihar,Kishanganj,2025-05-31,6840103,6382,8117
Bihar,Kishanganj,2025-06-30,6840103,5102,8010
Bihar,Kishanganj,2025-07-31,6840103,5626,11411
Bihar,Kishanganj,2025-09-30,123124168,3809,11330
Bihar,Lakhisarai,2025-03-31,7301176,3715,3972
Bihar,Lakhisarai,2025-04-30,7301176,4012,3848
Bihar,Lakhisarai,2025-05-31,7301176,2807,2654
Bihar,Lakhisarai,2025-06-30,7301176,2279,2513
Bihar,Lakhisarai,2025-07-31,7301176,2343,3456
Bihar,Lakhisarai,2025-09-30,128175536,1559,2017
Bihar,Madhepura,2025-03-31,15339561,6355,11462
Bihar,Madhepura,2025-04-30,15339561,11307,10247
Bihar,Madhepura,2025-05-31,14487454,7859,5953
Bihar,Madhepura,2025-06-30,14487454,5282,5323
Bihar,Madhepura,2025-07-31,15339561,5257,7719
Bihar,Madhepura,2025-09-30,268442138,3444,4969
Bihar,Madhubani,2025-03-31,36428826,16996,20887
Bihar,Madhubani,2025-04-30,36428826,21330,19418
Bihar,Madhubani,2025-05-31,36428826,16018,14123
Bihar,Madhubani,2025-06-30,36428826,10929,12131
Bihar,Madhubani,2025-07-31,36428826,11045,15859
Bihar,Madhubani,2025-09-30,662514962,5401,7631
Bihar,Monghyr,2025-09-30,21910618,2,32
Bihar,Munger,2025-03-31,8933421,3099,4705
Bihar,Munger,2025-04-30,8933421,3807,3746
Bihar,Munger,2025-05-31,8120200,2651,2836
Bihar,Munger,2025-06-30,8933421,2341,2889
Bihar,Munger,2025-07-31,8933421,2650,4006
Bihar,Munger,2025-09-30,155099141,1505,2331
Bihar,Muzaffarpur,2025-03-31,43002489,13651,18161
Bihar,Muzaffarpur,2025-04-30,43002495,18807,16225
Bihar,Muzaffarpur,2025-05-31,43002495,12578,12122
Bihar,Muzaffarpur,2025-06-30,42159356,10149,11006
Bihar,Muzaffarpur,2025-07-31,43002495,10571,15103
Bihar,Muzaffarpur,2025-09-30,770674488,5794,9068
Bihar,Nalanda,2025-03-31,24116970,6154,11926
Bihar,Nalanda,2025-04-30,24116970,9408,9234
Bihar,Nalanda,2025-05-31,24116970,6448,6644
Bihar,Nalanda,2025-06-30,24116970,5457,7096
Bihar,Nalanda,2025-07-31,24116970,5942,9402
Bihar,Nalanda,2025-09-30,421119004,3197,5041
Bihar,Nawada,2025-03-31,19320811,6780,9577
Bihar,Nawada,2025-04-30,19320811,6580,6134
Bihar,Nawada,2025-05-31,18517702,4894,4112
Bihar,Nawada,2025-06-30,18517702,4748,4782
Bihar,Nawada,2025-07-31,18517702,4425,6881
Bihar,Nawada,2025-09-30,346987261,2453,3845
Bihar,Pashchim Champaran,2025-04-30,845101,11,30
Bihar,Pashchim Champaran,2025-09-30,35502123,10,48
Bihar,Patna,2025-03-31,49710041,11916,18174
Bihar,Patna,2025-04-30,51315559,17785,15295
Bihar,Patna,2025-05-31,51315559,13057,12157
Bihar,Patna,2025-06-30,50514442,11445,12409
Bihar,Patna,2025-07-31,50514442,12172,17511
Bihar,Patna,2025-09-30,897931030,6145,8707
Bihar,Purba Champaran,2025-09-30,31279652,6,34
Bihar,Purnea,2025-03-31,2562964,112,435
Bihar,Purnea,2025-04-30,3417267,183,475
Bihar,Purnea,2025-05-31,3417267,127,385
Bihar,Purnea,2025-06-30,2562964,164,352
Bihar,Purnea,2025-07-31,4271594,178,598
Bihar,Purnea,2025-09-30,87994749,58,515
Bihar,Purnia,2025-03-31,22212167,13497,17552
Bihar,Purnia,2025-04-30,22212190,19935,17607
Bihar,Purnia,2025-05-31,21358076,11549,12253
Bihar,Purnia,2025-06-30,21358076,18137,12252
Bihar,Purnia,2025-07-31,21358076,17607,17128
Bihar,Purnia,2025-09-30,407506486,6179,11398
Bihar,Rohtas,2025-03-31,25230050,7472,9366
Bihar,Rohtas,2025-04-30,25230050,8429,7584
Bihar,Rohtas,2025-05-31,25230050,5855,6101
Bihar,Rohtas,2025-06-30,25230050,5400,6526
Bihar,Rohtas,2025-07-31,25230050,5688,8130
Bihar,Rohtas,2025-09-30,446825536,3396,5248
Bihar,Saharsa,2025-03-31,15338797,6272,12430
Bihar,Saharsa,2025-04-30,14486682,8078,11399
Bihar,Saharsa,2025-05-31,15338797,5638,7734
Bihar,Saharsa,2025-06-30,15338797,3919,5634
Bihar,Saharsa,2025-07-31,15338797,4688,9027
Bihar,Saharsa,2025-09-30,282064000,3123,8375
Bihar,Samastipur,2025-03-31,33926730,13667,19484
Bihar,Samastipur,2025-04-30,33926730,21204,16623
Bihar,Samastipur,2025-05-31,33078612,11934,11062
Bihar,Samastipur,2025-06-30,33078612,9322,9529
Bihar,Samastipur,2025-07-31,33078612,10278,13172
Bihar,Samastipur,2025-09-30,614921308,5049,7006
Bihar,Samstipur,2025-09-30,34774236,4,49
Bihar,Saran,2025-03-31,41223675,7779,13089
Bihar,Saran,2025-04-30,42906092,9485,10504
Bihar,Saran,2025-05-31,42064987,8390,8257
Bihar,Saran,2025-06-30,41223740,7037,8676
Bihar,Saran,2025-07-31,42064987,8057,12032
Bihar,Saran,2025-09-30,743707652,4077,6406
Bihar,Sheikhpura,2025-03-31,6489448,1885,3455
Bihar,Sheikhpura,2025-04-30,6489448,2622,3054
Bihar,Sheikhpura,2025-05-31,6489448,1828,2215
Bihar,Sheikhpura,2025-06-30,6489448,1830,2314
Bihar,Sheikhpura,2025-07-31,6489448,1573,3081
Bihar,Sheikhpura,2025-09-30,111130672,2279,2195
Bihar,Sheikpura,2025-09-30,17033178,1,37
Bihar,Sheohar,2025-03-31,5059759,1803,3248
Bihar,Sheohar,2025-04-30,5059759,2342,2979
Bihar,Sheohar,2025-05-31,5059759,1621,2038
Bihar,Sheohar,2025-06-30,5059759,1427,1825
Bihar,Sheohar,2025-07-31,5059759,1376,2276
Bihar,Sheohar,2025-09-30,91075680,894,1602
Bihar,Sitamarhi,2025-03-31,21082849,11896,16604
Bihar,Sitamarhi,2025-04-30,21082849,14036,13191
Bihar,Sitamarhi,2025-05-31,20239515,11734,9727
Bihar,Sitamarhi,2025-06-30,20239515,9950,9291
Bihar,Sitamarhi,2025-07-31,21082849,11169,12499
Bihar,Sitamarhi,2025-09-30,366840762,4776,6868
Bihar,Siwan,2025-03-31,36177534,6752,10438
Bihar,Siwan,2025-04-30,37018943,8163,8502
Bihar,Siwan,2025-05-31,35336088,7028,7021
Bihar,Siwan,2025-06-30,36177720,5849,7052
Bihar,Siwan,2025-07-31,36177720,6976,10503
Bihar,Siwan,2025-09-30,599873282,3572,5313
Bihar,Supaul,2025-03-31,19586955,6821,11721
Bihar,Supaul,2025-04-30,19586955,9887,10713
Bihar,Supaul,2025-05-31,19586955,6550,7043
Bihar,Supaul,2025-06-30,19586955,4402,5428
Bihar,Supaul,2025-07-31,19586955,4066,6981
Bihar,Supaul,2025-09-30,328720787,2602,4090
Bihar,Vaishali,2025-03-31,30387747,9704,16175
Bihar,Vaishali,2025-04-30,30387747,14309,14410
Bihar,Vaishali,2025-05-31,30387747,10356,10497
Bihar,Vaishali,2025-06-30,30387747,7408,9470
Bihar,Vaishali,2025-07-31,30387747,7247,11784
Bihar,Vaishali,2025-09-30,530935475,4735,7329
Bihar,West Champaran,2025-03-31,15215702,9731,15377
Bihar,West Champaran,2025-04-30,15215702,13858,12321
Bihar,West Champaran,2025-05-31,15215702,9994,8794
Bihar,West Champaran,2025-06-30,15215702,8087,8886
Bihar,West Champaran,2025-07-31,15215702,9279,11418
Bihar,West Champaran,2025-09-30,280645968,4163,5767
Chandigarh,Chandigarh,2025-03-31,3200667,3053,3377
Chandigarh,Chandigarh,2025-04-30,3360668,4587,3334
Chandigarh,Chandigarh,2025-05-31,3360668,3424,3142
Chandigarh,Chandigarh,2025-06-30,3200656,2184,3046
Chandigarh,Chandigarh,2025-07-31,3360668,27837,4710
Chandigarh,Chandigarh,2025-09-30,57855695,2180,1962
Chandigarh,Rupnagar,2025-09-30,640138,1,3
Chhatisgarh,Raipur,2025-09-30,493889,0,1
Chhattisgarh,Balod,2025-03-31,4422008,982,4832
Chhattisgarh,Balod,2025-04-30,4913669,1467,5641
Chhattisgarh,Balod,2025-05-31,4913669,1759,7096
Chhattisgarh,Balod,2025-06-30,4913669,2672,9224
Chhattisgarh,Balod,2025-07-31,4913669,2456,9232
Chhattisgarh,Balod,2025-09-30,90428061,1108,5431
Chhattisgarh,Baloda Bazar,2025-03-31,8384830,1619,5092
Chhattisgarh,Baloda Bazar,2025-04-30,8384830,2580,15415
Chhattisgarh,Baloda Bazar,2025-05-31,8384830,3113,13104
Chhattisgarh,Baloda Bazar,2025-06-30,8384830,5672,14536
Chhattisgarh,Baloda Bazar,2025-07-31,8384830,4728,12257
Chhattisgarh,Baloda Bazar,2025-09-30,153894192,2214,5163
Chhattisgarh,Balrampur,2025-03-31,3480130,522,1411
Chhattisgarh,Balrampur,2025-04-30,3480130,1064,4519
Chhattisgarh,Balrampur,2025-05-31,3480130,1018,3547
Chhattisgarh,Balrampur,2025-06-30,3480130,1861,5749
Chhattisgarh,Balrampur,2025-07-31,3480130,1732,5088
Chhattisgarh,Balrampur,2025-09-30,64631232,1143,3372
Chhattisgarh,Bastar,2025-03-31,4447463,990,4272
Chhattisgarh,Bastar,2025-04-30,4447463,1359,7487
Chhattisgarh,Bastar,2025-05-31,4447463,1610,7715
Chhattisgarh,Bastar,2025-06-30,4941904,2758,9334
Chhattisgarh,Bastar,2025-07-31,4941904,2610,11304
