state,district,date,forecast_next_month,forecast_level,recommended_action
Andhra Pradesh,Srikakulam,2025-12-31,3663.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Tirupati,2025-03-31,3131.0,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Tirupati,2025-05-31,4090.5,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Tirupati,2025-06-30,3903.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Tirupati,2025-07-31,4000.0,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Tirupati,2025-09-30,2929.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Tirupati,2025-10-31,1915.3333333333333,Medium Demand,Extend working hours
Andhra Pradesh,Tirupati,2025-11-30,1128.3333333333333,Medium Demand,Extend working hours
Andhra Pradesh,Tirupati,2025-12-31,954.0,Medium Demand,Extend working hours
Andhra Pradesh,Visakhapatnam,2025-03-31,54483.0,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Visakhapatnam,2025-04-30,57879.0,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Visakhapatnam,2025-05-31,54440.666666666664,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Visakhapatnam,2025-06-30,52056.666666666664,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Visakhapatnam,2025-07-31,41032.333333333336,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Visakhapatnam,2025-09-30,33361.333333333336,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Visakhapatnam,2025-10-31,18491.666666666668,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Visakhapatnam,2025-11-30,10832.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Visakhapatnam,2025-12-31,4429.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Vizianagaram,2025-03-31,22959.0,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Vizianagaram,2025-05-31,23241.0,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Vizianagaram,2025-06-30,22998.0,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Vizianagaram,2025-09-30,19058.333333333332,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Vizianagaram,2025-10-31,11717.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Vizianagaram,2025-11-30,5253.0,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Vizianagaram,2025-12-31,2534.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Warangal,2025-03-31,7480.0,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Warangal,2025-09-30,7998.5,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Warangal,2025-10-31,5621.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Warangal,2025-11-30,3675.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Warangal,2025-12-31,1395.0,Medium Demand,Extend working hours
Andhra Pradesh,West Godavari,2025-03-31,35422.0,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,West Godavari,2025-04-30,36592.0,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,West Godavari,2025-05-31,35341.333333333336,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,West Godavari,2025-06-30,34665.666666666664,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,West Godavari,2025-07-31,29551.333333333332,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,West Godavari,2025-09-30,24423.666666666668,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,West Godavari,2025-10-31,13955.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,West Godavari,2025-11-30,8036.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,West Godavari,2025-12-31,3571.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Y. S. R,2025-03-31,1748.0,Medium Demand,Extend working hours
Andhra Pradesh,Y. S. R,2025-04-30,1525.5,Medium Demand,Extend working hours
Andhra Pradesh,Y. S. R,2025-05-31,1897.0,Medium Demand,Extend working hours
Andhra Pradesh,Y. S. R,2025-06-30,2277.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Y. S. R,2025-07-31,2314.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Andhra Pradesh,Y. S. R,2025-09-30,1955.6666666666667,Medium Demand,Extend working hours
Andhra Pradesh,Y. S. R,2025-10-31,1097.3333333333333,Medium Demand,Extend working hours
Andhra Pradesh,Y. S. R,2025-11-30,852.0,Medium Demand,Extend working hours
Andhra Pradesh,Y. S. R,2025-12-31,571.3333333333334,Medium Demand,Extend working hours
Arunachal Pradesh,Anjaw,2025-03-31,251.0,Low Demand,No action required
Arunachal Pradesh,Anjaw,2025-09-30,203.5,Low Demand,No action required
Arunachal Pradesh,Anjaw,2025-10-31,143.66666666666666,Low Demand,No action required
Arunachal Pradesh,Anjaw,2025-11-30,69.66666666666667,Low Demand,No action required
Arunachal Pradesh,Anjaw,2025-12-31,27.666666666666668,Low Demand,No action required
Arunachal Pradesh,Changlang,2025-03-31,1035.0,Medium Demand,Extend working hours
Arunachal Pradesh,Changlang,2025-09-30,1573.0,Medium Demand,Extend working hours
Arunachal Pradesh,Changlang,2025-10-31,1098.6666666666667,Medium Demand,Extend working hours
Arunachal Pradesh,Changlang,2025-11-30,812.0,Medium Demand,Extend working hours
Arunachal Pradesh,Changlang,2025-12-31,168.33333333333334,Low Demand,No action required
Arunachal Pradesh,Dibang Valley,2025-09-30,37.0,Low Demand,No action required
Arunachal Pradesh,Dibang Valley,2025-10-31,19.5,Low Demand,No action required
Arunachal Pradesh,Dibang Valley,2025-11-30,13.666666666666666,Low Demand,No action required
Arunachal Pradesh,Dibang Valley,2025-12-31,4.0,Low Demand,No action required
Arunachal Pradesh,East Kameng,2025-09-30,1059.0,Medium Demand,Extend working hours
Arunachal Pradesh,East Kameng,2025-10-31,565.0,Medium Demand,Extend working hours
Arunachal Pradesh,East Kameng,2025-11-30,393.0,Low Demand,No action required
Arunachal Pradesh,East Kameng,2025-12-31,55.333333333333336,Low Demand,No action required
Arunachal Pradesh,East Siang,2025-09-30,432.0,Low Demand,No action required
Arunachal Pradesh,East Siang,2025-10-31,295.0,Low Demand,No action required
Arunachal Pradesh,East Siang,2025-11-30,258.0,Low Demand,No action required
Arunachal Pradesh,East Siang,2025-12-31,146.66666666666666,Low Demand,No action required
Arunachal Pradesh,Kamle,2025-09-30,121.0,Low Demand,No action required
Arunachal Pradesh,Kamle,2025-11-30,68.0,Low Demand,No action required
Arunachal Pradesh,Kamle,2025-12-31,46.0,Low Demand,No action required
Arunachal Pradesh,Kra Daadi,2025-03-31,328.0,Low Demand,No action required
Arunachal Pradesh,Kra Daadi,2025-09-30,245.5,Low Demand,No action required
Arunachal Pradesh,Kra Daadi,2025-10-31,166.33333333333334,Low Demand,No action required
Arunachal Pradesh,Kra Daadi,2025-11-30,59.666666666666664,Low Demand,No action required
Arunachal Pradesh,Kra Daadi,2025-12-31,6.0,Low Demand,No action required
Arunachal Pradesh,Kurung Kumey,2025-09-30,324.0,Low Demand,No action required
Arunachal Pradesh,Kurung Kumey,2025-10-31,177.5,Low Demand,No action required
Arunachal Pradesh,Kurung Kumey,2025-11-30,130.33333333333334,Low Demand,No action required
Arunachal Pradesh,Kurung Kumey,2025-12-31,24.666666666666668,Low Demand,No action required
Arunachal Pradesh,Leparada,2025-09-30,5.0,Low Demand,No action required
Arunachal Pradesh,Leparada,2025-11-30,3.0,Low Demand,No action required
Arunachal Pradesh,Lohit,2025-03-31,591.0,Medium Demand,Extend working hours
Arunachal Pradesh,Lohit,2025-09-30,563.5,Medium Demand,Extend working hours
Arunachal Pradesh,Lohit,2025-10-31,394.0,Low Demand,No action required
Arunachal Pradesh,Lohit,2025-11-30,215.0,Low Demand,No action required
Arunachal Pradesh,Lohit,2025-12-31,61.0,Low Demand,No action required
Arunachal Pradesh,Longding,2025-09-30,545.0,Medium Demand,Extend working hours
Arunachal Pradesh,Longding,2025-10-31,286.5,Low Demand,No action required
Arunachal Pradesh,Longding,2025-11-30,194.33333333333334,Low Demand,No action required
Arunachal Pradesh,Longding,2025-12-31,28.333333333333332,Low Demand,No action required
Arunachal Pradesh,Lower Dibang Valley,2025-09-30,322.0,Low Demand,No action required
Arunachal Pradesh,Lower Dibang Valley,2025-10-31,186.5,Low Demand,No action required
Arunachal Pradesh,Lower Dibang Valley,2025-11-30,140.66666666666666,Low Demand,No action required
Arunachal Pradesh,Lower Dibang Valley,2025-12-31,38.0,Low Demand,No action required
Arunachal Pradesh,Lower Siang,2025-09-30,78.0,Low Demand,No action required
Arunachal Pradesh,Lower Siang,2025-10-31,41.5,Low Demand,No action required
Arunachal Pradesh,Lower Siang,2025-11-30,32.333333333333336,Low Demand,No action required
Arunachal Pradesh,Lower Siang,2025-12-31,11.666666666666666,Low Demand,No action required
Arunachal Pradesh,Lower Subansiri,2025-09-30,472.0,Low Demand,No action required
Arunachal Pradesh,Lower Subansiri,2025-10-31,258.5,Low Demand,No action required
Arunachal Pradesh,Lower Subansiri,2025-11-30,191.0,Low Demand,No action required
Arunachal Pradesh,Lower Subansiri,2025-12-31,44.666666666666664,Low Demand,No action required
Arunachal Pradesh,Namsai,2025-09-30,581.0,Medium Demand,Extend working hours
Arunachal Pradesh,Namsai,2025-10-31,312.5,Low Demand,No action required
Arunachal Pradesh,Namsai,2025-11-30,236.33333333333334,Low Demand,No action required
Arunachal Pradesh,Namsai,2025-12-31,54.666666666666664,Low Demand,No action required
Arunachal Pradesh,Pakke Kessang,2025-09-30,31.0,Low Demand,No action required
Arunachal Pradesh,Pakke Kessang,2025-10-31,17.0,Low Demand,No action required
Arunachal Pradesh,Pakke Kessang,2025-11-30,15.666666666666666,Low Demand,No action required
Arunachal Pradesh,Pakke Kessang,2025-12-31,6.0,Low Demand,No action required
Arunachal Pradesh,Papum Pare,2025-03-31,1448.0,Medium Demand,Extend working hours
Arunachal Pradesh,Papum Pare,2025-09-30,1489.0,Medium Demand,Extend working hours
Arunachal Pradesh,Papum Pare,2025-10-31,1039.3333333333333,Medium Demand,Extend working hours
Arunachal Pradesh,Papum Pare,2025-11-30,609.0,Medium Demand,Extend working hours
Arunachal Pradesh,Papum Pare,2025-12-31,158.66666666666666,Low Demand,No action required
Arunachal Pradesh,Shi-yomi,2025-09-30,38.0,Low Demand,No action required
Arunachal Pradesh,Shi-yomi,2025-10-31,28.5,Low Demand,No action required
Arunachal Pradesh,Shi-yomi,2025-11-30,19.333333333333332,Low Demand,No action required
Arunachal Pradesh,Shi-yomi,2025-12-31,8.0,Low Demand,No action required
Arunachal Pradesh,Siang,2025-09-30,170.0,Low Demand,No action required
Arunachal Pradesh,Siang,2025-10-31,89.0,Low Demand,No action required
Arunachal Pradesh,Siang,2025-11-30,73.0,Low Demand,No action required
Arunachal Pradesh,Siang,2025-12-31,27.0,Low Demand,No action required
Arunachal Pradesh,Tawang,2025-03-31,276.0,Low Demand,No action required
Arunachal Pradesh,Tawang,2025-09-30,242.0,Low Demand,No action required
Arunachal Pradesh,Tawang,2025-10-31,177.0,Low Demand,No action required
Arunachal Pradesh,Tawang,2025-11-30,100.0,Low Demand,No action required
Arunachal Pradesh,Tawang,2025-12-31,43.0,Low Demand,No action required
Arunachal Pradesh,Tirap,2025-09-30,235.0,Low Demand,No action required
Arunachal Pradesh,Tirap,2025-10-31,140.5,Low Demand,No action required
Arunachal Pradesh,Tirap,2025-11-30,111.33333333333333,Low Demand,No action required
Arunachal Pradesh,Tirap,2025-12-31,50.333333333333336,Low Demand,No action required
Arunachal Pradesh,Upper Siang,2025-03-31,177.0,Low Demand,No action required
Arunachal Pradesh,Upper Siang,2025-09-30,247.0,Low Demand,No action required
Arunachal Pradesh,Upper Siang,2025-10-31,191.33333333333334,Low Demand,No action required
Arunachal Pradesh,Upper Siang,2025-11-30,150.33333333333334,Low Demand,No action required
Arunachal Pradesh,Upper Siang,2025-12-31,60.666666666666664,Low Demand,No action required
Arunachal Pradesh,Upper Subansiri,2025-03-31,897.0,Medium Demand,Extend working hours
Arunachal Pradesh,Upper Subansiri,2025-09-30,689.5,Medium Demand,Extend working hours
Arunachal Pradesh,Upper Subansiri,2025-10-31,466.6666666666667,Low Demand,No action required
Arunachal Pradesh,Upper Subansiri,2025-11-30,177.0,Low Demand,No action required
Arunachal Pradesh,Upper Subansiri,2025-12-31,21.0,Low Demand,No action required
Arunachal Pradesh,West Kameng,2025-03-31,754.0,Medium Demand,Extend working hours
Arunachal Pradesh,West Kameng,2025-09-30,737.5,Medium Demand,Extend working hours
Arunachal Pradesh,West Kameng,2025-10-31,519.3333333333334,Medium Demand,Extend working hours
Arunachal Pradesh,West Kameng,2025-11-30,279.6666666666667,Low Demand,No action required
Arunachal Pradesh,West Kameng,2025-12-31,70.66666666666667,Low Demand,No action required
Arunachal Pradesh,West Siang,2025-03-31,812.0,Medium Demand,Extend working hours
Arunachal Pradesh,West Siang,2025-09-30,893.5,Medium Demand,Extend working hours
Arunachal Pradesh,West Siang,2025-10-31,612.3333333333334,Medium Demand,Extend working hours
Arunachal Pradesh,West Siang,2025-11-30,370.6666666666667,Low Demand,No action required
Arunachal Pradesh,West Siang,2025-12-31,70.66666666666667,Low Demand,No action required
Assam,Bajali,2025-09-30,92.0,Low Demand,No action required
Assam,Bajali,2025-10-31,55.0,Low Demand,No action required
Assam,Bajali,2025-11-30,48.666666666666664,Low Demand,No action required
Assam,Bajali,2025-12-31,34.0,Low Demand,No action required
Assam,Baksa,2025-03-31,3755.0,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Baksa,2025-09-30,2830.0,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Baksa,2025-10-31,2000.6666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Baksa,2025-11-30,953.3333333333334,Medium Demand,Extend working hours
Assam,Baksa,2025-12-31,669.6666666666666,Medium Demand,Extend working hours
Assam,Barpeta,2025-03-31,14990.0,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Barpeta,2025-07-31,11104.0,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Barpeta,2025-09-30,12109.0,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Barpeta,2025-10-31,7655.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Barpeta,2025-11-30,5862.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Barpeta,2025-12-31,2292.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Biswanath,2025-03-31,1605.0,Medium Demand,Extend working hours
Assam,Biswanath,2025-09-30,1648.5,Medium Demand,Extend working hours
Assam,Biswanath,2025-10-31,1230.0,Medium Demand,Extend working hours
Assam,Biswanath,2025-11-30,800.6666666666666,Medium Demand,Extend working hours
Assam,Biswanath,2025-12-31,431.3333333333333,Low Demand,No action required
Assam,Bongaigaon,2025-03-31,8626.0,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Bongaigaon,2025-04-30,7979.0,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Bongaigaon,2025-07-31,7184.0,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Bongaigaon,2025-09-30,5667.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Bongaigaon,2025-10-31,3417.0,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Bongaigaon,2025-11-30,1860.0,Medium Demand,Extend working hours
Assam,Bongaigaon,2025-12-31,955.6666666666666,Medium Demand,Extend working hours
Assam,Cachar,2025-03-31,8533.0,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Cachar,2025-07-31,8503.0,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Cachar,2025-09-30,9661.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Cachar,2025-10-31,7470.0,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Cachar,2025-11-30,5373.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Cachar,2025-12-31,1994.6666666666667,Medium Demand,Extend working hours
Assam,Charaideo,2025-03-31,1810.0,Medium Demand,Extend working hours
Assam,Charaideo,2025-09-30,2103.0,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Charaideo,2025-10-31,1525.3333333333333,Medium Demand,Extend working hours
Assam,Charaideo,2025-11-30,1048.0,Medium Demand,Extend working hours
Assam,Charaideo,2025-12-31,406.6666666666667,Low Demand,No action required
Assam,Chirang,2025-03-31,2492.0,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Chirang,2025-09-30,2181.5,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Chirang,2025-10-31,1599.3333333333333,Medium Demand,Extend working hours
Assam,Chirang,2025-11-30,975.6666666666666,Medium Demand,Extend working hours
Assam,Chirang,2025-12-31,603.0,Medium Demand,Extend working hours
Assam,Darrang,2025-03-31,3077.0,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Darrang,2025-09-30,3924.5,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Darrang,2025-10-31,2820.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Darrang,2025-11-30,2000.3333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Darrang,2025-12-31,836.6666666666666,Medium Demand,Extend working hours
Assam,Dhemaji,2025-03-31,5613.0,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Dhemaji,2025-09-30,4792.5,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Dhemaji,2025-10-31,3414.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Dhemaji,2025-11-30,1749.3333333333333,Medium Demand,Extend working hours
Assam,Dhemaji,2025-12-31,598.6666666666666,Medium Demand,Extend working hours
Assam,Dhubri,2025-03-31,12914.0,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Dhubri,2025-06-30,8833.5,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Dhubri,2025-07-31,8993.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Dhubri,2025-09-30,8442.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Dhubri,2025-10-31,7298.0,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Dhubri,2025-11-30,4999.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Dhubri,2025-12-31,2615.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Dibrugarh,2025-03-31,5354.0,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Dibrugarh,2025-09-30,5260.0,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Dibrugarh,2025-10-31,3776.0,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Dibrugarh,2025-11-30,2397.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Dibrugarh,2025-12-31,1058.6666666666667,Medium Demand,Extend working hours
Assam,Dima Hasao,2025-09-30,20.0,Low Demand,No action required
Assam,Dima Hasao,2025-10-31,12.5,Low Demand,No action required
Assam,Dima Hasao,2025-11-30,16.333333333333332,Low Demand,No action required
Assam,Dima Hasao,2025-12-31,20.0,Low Demand,No action required
Assam,Goalpara,2025-03-31,4234.0,High Demand,Deploy mobile Aadhaar van / add staff
Assam,Goalpara,2025-07-31,4116.5,High Demand,Deploy mobile Aadhaar van / add staff
